,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
271,Lüderitz,-26.6481,15.1594,74.93,63,4,7.08,NA,1643067846
272,Solnechnyy,50.7214,136.6319,-6.07,94,23,0.97,RU,1643067847
273,College,64.8569,-147.8028,40.73,70,75,1.54,US,1643067849
274,Gari,59.4307,62.3497,17.33,94,88,5.22,RU,1643067850
275,Pevek,69.7008,170.3133,-16.87,98,100,2.95,RU,1643067852
276,Bestöbe,52.4994,73.0975,-2.47,95,78,3.31,KZ,1643067854
277,Nantucket,41.2835,-70.0995,29.93,73,20,0.0,US,1643067855
278,Mossamedes,-15.1961,12.1522,74.93,81,44,1.51,AO,1643067857
279,Twin Falls,42.3505,-114.6445,22.73,93,100,3.09,US,1643067858
280,Kovdor,67.5662,30.4758,19.13,84,69,4.23,RU,1643067860
281,Shiraz,29.6036,52.5388,37.13,56,0,0.0,IR,1643067610
282,Arrondissement de Bar-le-Duc,48.75,5.1667,35.33,81,0,1.55,FR,1643067863
283,San Francisco Menéndez,13.8431,-90.0158,92.93,69,7,1.69,SV,1643067864
284,Pyapon,16.2833,95.6833,65.93,78,1,2.13,MM,1643067866
285,Chumikan,54.7183,135.315,-6.07,90,29,8.07,RU,1643067868
286,Hobyo,5.3505,48.5268,74.93,71,65,9.79,SO,1643067869
287,Zapolyarnyy,69.4154,30.8136,20.93,84,33,10.23,RU,1643067870
288,Paso de Carrasco,-34.8603,-56.0522,74.93,88,0,4.63,UY,1643067872
289,Tallinn,59.437,24.7535,35.33,88,40,3.09,EE,1643067738
290,Pachino,36.7186,15.0907,42.53,62,86,8.68,IT,1643067875
291,Kruisfontein,-34.0033,24.7314,69.53,88,82,4.56,ZA,1643067876
292,Geraldton,-28.7667,114.6,69.53,49,1,8.75,AU,1643067878
293,Khatanga,71.9667,102.5,8.33,93,100,8.28,RU,1643067880
294,Ust'-Omchug,61.15,149.6333,-38.47,100,90,0.82,RU,1643067881
295,Jalu,29.0331,21.5482,49.73,67,11,3.39,LY,1643067883
296,Najrān,17.4924,44.1277,55.13,39,0,1.16,SA,1643067884
297,Braniewo,54.3797,19.8196,35.33,93,100,6.86,PL,1643067886
298,Anadyr,64.75,177.4833,-24.07,76,20,3.0,RU,1643067887
299,Rosetta,31.4044,30.4164,53.33,68,11,6.55,EG,1643067889
300,Togur,58.3631,82.8265,-0.67,98,94,1.52,RU,1643067890
301,Lishu,43.3047,124.3278,10.13,72,11,1.44,CN,1643067892
302,Ozinki,51.1786,49.6769,6.53,91,100,3.29,RU,1643067893
303,North Bend,43.4065,-124.2243,58.73,63,0,4.63,US,1643067895
304,Khorixas,-20.3667,14.9667,78.53,42,80,2.32,NA,1643067896
305,Ambositra,-20.5167,47.25,62.33,98,100,3.62,MG,1643067898
306,Antofagasta,-23.65,-70.4,64.13,83,23,2.85,CL,1643067899
307,Athabasca,54.7169,-113.2854,17.33,97,100,1.51,CA,1643067901
308,Kizema,61.113,44.8302,19.13,86,100,5.71,RU,1643067902
309,Dunedin,-45.8742,170.5036,58.73,72,21,1.34,NZ,1643067904
310,Provideniya,64.3833,-173.3,8.33,72,75,4.0,RU,1643067905
311,Hlotse,-28.8718,28.045,58.73,57,48,0.62,LS,1643067907
312,Isangel,-19.55,169.2667,87.53,74,75,4.0,VU,1643067908
313,Pouembout,-21.1333,164.9,83.93,59,13,3.26,NC,1643067910
314,Gouyave,12.1646,-61.7296,76.73,73,20,9.77,GD,1643067912
315,Isla Mujeres,21.2311,-86.731,74.93,71,39,4.35,MX,1643067913
316,Perth,-31.9333,115.8333,65.93,70,75,3.6,AU,1643067797
317,Kununurra,-15.7667,128.7333,78.53,94,100,2.06,AU,1643067916
318,West Bay,19.3667,-81.4167,76.73,78,20,0.45,KY,1643067917
319,Ust-Nera,64.5667,143.2,-29.47,98,100,1.51,RU,1643067920
320,Ţahţā,26.7693,31.5021,46.13,49,51,2.88,EG,1643067922
321,Te Anau,-45.4167,167.7167,64.13,52,73,1.12,NZ,1643067923
322,Harper,4.375,-7.7169,76.73,84,26,1.66,LR,1643067925
323,Qian’an,44.9932,124.0581,1.13,94,99,0.8,CN,1643067926
324,Talnakh,69.4865,88.3972,-6.07,97,98,4.87,RU,1643067928
325,Manta,-0.95,-80.7333,80.33,69,100,5.14,EC,1643067929
326,Saint-Ambroise,48.5501,-71.3324,2.93,71,100,1.03,CA,1643067931
327,Båtsfjord,70.6345,29.7185,26.33,88,99,13.1,NO,1643067932
328,Marrakesh,31.6315,-8.0083,53.33,82,40,3.09,MA,1643067934
329,Artigas,-30.4,-56.4667,76.73,79,55,5.48,UY,1643067935
330,Pavullo nel Frignano,44.3315,10.835,35.33,90,10,0.67,IT,1643067937
331,Sakakah,29.9697,40.2064,42.53,51,46,2.47,SA,1643067938
332,Kaitangata,-46.2817,169.8464,62.33,58,62,2.44,NZ,1643067940
333,Escada,-8.3592,-35.2236,80.33,82,65,1.48,BR,1643067941
334,Angren,41.0167,70.1436,28.13,51,96,1.89,UZ,1643067943
335,Cayambe,0.05,-78.1333,55.13,96,100,1.14,EC,1643067944
336,Yerofey Pavlovich,53.9667,121.9667,-15.07,98,16,1.13,RU,1643067946
337,Zhob,31.3411,69.4481,33.53,51,0,1.12,PK,1643067948
338,Arrondissement de Pontarlier,46.8333,6.25,28.13,86,2,1.75,FR,1643067949
339,Olden,61.8364,6.8064,38.93,98,100,3.04,NO,1643067951
340,Murmashi,68.8154,32.8115,26.33,68,0,3.13,RU,1643067952
341,Lebu,-37.6167,-73.65,58.73,79,1,7.85,CL,1643067954
342,Miracatu,-24.2814,-47.4597,73.13,98,33,1.08,BR,1643067955
343,Kavieng,-2.5744,150.7967,83.93,69,64,2.46,PG,1643067957
344,Mahina,-17.5065,-149.489,85.73,70,75,7.2,PF,1643067959
345,Maragogi,-9.0122,-35.2225,78.53,74,93,3.66,BR,1643067960
346,Brae,60.3964,-1.353,44.33,72,53,4.31,GB,1643067961
347,Gold Coast,-28.0,153.4333,83.93,75,40,0.45,AU,1643067691
348,Taoudenni,22.6783,-3.9836,67.73,18,93,3.79,ML,1643067964
349,Salalah,17.0151,54.0924,69.53,32,0,4.12,OM,1643067966
350,Assiniboia,49.6334,-105.9845,10.13,71,79,2.57,CA,1643067967
351,Salta,-24.7859,-65.4117,73.13,84,75,0.45,AR,1643067969
352,Pangnirtung,66.1451,-65.7125,6.53,92,90,5.14,CA,1643067971
353,Brattvåg,62.6002,6.4434,38.93,65,100,7.72,NO,1643067972
354,Dehlorān,32.6941,47.2679,53.33,37,0,1.64,IR,1643067901
355,Bourail,-21.5667,165.4833,80.33,66,83,2.78,NC,1643067975
356,Mongo,12.1844,18.693,67.73,17,3,3.03,TD,1643067977
357,Onega,63.9061,38.1404,29.93,97,100,5.8,RU,1643067978
358,Hualmay,-11.0964,-77.6139,71.33,79,50,4.85,PE,1643067980
359,Gurupi,-11.7292,-49.0686,74.93,82,35,1.63,BR,1643067981
360,Fortuna,40.5982,-124.1573,58.73,82,45,0.89,US,1643067983
361,Lagoa,39.05,-27.9833,56.93,68,100,4.18,PT,1643067984
362,Kahului,20.8947,-156.47,82.13,61,20,9.26,US,1643067986
363,Humaitá,-7.5061,-63.0208,74.93,89,92,0.82,BR,1643067987
364,Umluj,25.0213,37.2685,60.53,59,2,5.62,SA,1643067989
365,Paamiut,61.994,-49.6678,24.53,84,100,2.34,GL,1643067991
366,Níjar,36.9665,-2.206,51.53,58,75,2.06,ES,1643067992
367,Coahuayana Viejo,18.7333,-103.6833,74.93,70,97,0.42,MX,1643067994
368,Ófehértó,47.9333,22.05,10.13,77,15,1.51,HU,1643067995
369,Rapid Valley,44.0625,-103.1463,31.73,88,100,3.13,US,1643067997
370,Ranong,9.9658,98.6348,73.13,88,63,1.79,TH,1643067998
371,Mwandiga,-4.83,29.6581,69.53,81,100,1.47,TZ,1643068000
372,Wiarton,44.7407,-81.1332,17.33,86,100,5.14,CA,1643068001
373,Kidal,18.4411,1.4078,60.53,18,33,5.2,ML,1643068003
374,Esmeralda,21.8525,-78.1169,73.13,76,0,3.39,CU,1643068004
375,Chapada dos Guimarães,-15.4606,-55.7497,76.73,72,84,2.01,BR,1643068006
376,Heyang,26.1011,107.473,37.13,97,100,1.09,CN,1643068007
377,Saint-Augustin,51.226,-58.6502,-6.07,100,42,2.24,CA,1643068009
378,Savalou,7.9281,1.9756,78.53,19,9,1.24,BJ,1643068010
379,Valley City,46.9233,-98.0032,-0.67,70,0,2.57,US,1643068012
380,Mitú,1.1983,-70.1733,73.13,95,96,0.59,CO,1643068013
381,Corinth,37.9407,22.9573,37.13,87,100,10.32,GR,1643068015
382,Hargeisa,9.56,44.065,53.33,90,70,5.31,SO,1643068016
383,Nakhon Phanom,17.3333,104.4167,71.33,66,24,1.98,TH,1643068018
384,Pozo Colorado,-23.4923,-58.7972,87.53,44,75,2.36,PY,1643068019
385,Broken Hill,-31.95,141.4333,74.93,61,100,3.6,AU,1643068021
386,Arrondissement de Bourg-en-Bresse,46.1667,5.1667,29.93,97,0,0.53,FR,1643068023
387,Belmonte,-15.8631,-38.8828,78.53,82,96,1.47,BR,1643068024
388,Nouadhibou,20.931,-17.0347,67.73,77,100,9.26,MR,1643068026
389,Aketi,2.7388,23.7833,69.53,48,80,0.17,CD,1643068027
390,Hambantota,6.1241,81.1185,69.53,81,90,3.67,LK,1643068029
391,Nemuro,43.3236,145.575,19.13,73,63,4.75,JP,1643068030
392,Jinji,23.2281,110.8261,53.33,79,100,2.04,CN,1643068032
393,Al Bardīyah,31.7561,25.0865,47.93,81,60,8.51,LY,1643068036
394,Coari,-4.085,-63.1414,74.93,97,98,1.42,BR,1643068038
395,Tambura,5.6,27.4667,71.33,30,78,2.1,SS,1643068039
396,Lodja,-3.4833,23.4333,69.53,97,100,0.09,CD,1643068041
397,Saldanha,-33.0117,17.9442,64.13,95,11,8.77,ZA,1643068043
398,Mnogovershinnyy,53.9353,139.9242,-7.87,94,28,1.87,RU,1643068044
399,Khasan,42.4308,130.6434,19.13,63,85,2.06,RU,1643068046
400,Qarchī Gak,37.04,66.7889,29.93,54,0,3.19,AF,1643068047
401,Nador,35.174,-2.9287,56.93,72,75,5.66,MA,1643068049
402,Eldorado,-23.7869,-54.2836,71.33,83,82,1.68,BR,1643068051
403,Salinópolis,-0.6136,-47.3561,76.73,79,98,3.82,BR,1643068052
404,Tsiroanomandidy,-18.7667,46.0333,65.93,93,100,1.04,MG,1643068054
405,Itarema,-2.9248,-39.9167,78.53,76,97,4.68,BR,1643068055
406,Guerrero Negro,27.9769,-114.0611,64.13,50,0,6.88,MX,1643068057
407,Rocha,-34.4833,-54.3333,71.33,97,41,2.6,UY,1643068058
408,Bara,10.3744,10.7288,64.13,20,0,4.15,NG,1643068060
409,Karratha,-20.7377,116.8463,83.93,73,64,4.68,AU,1643068061
410,Iranshahr,27.2025,60.6848,49.73,31,0,0.11,IR,1643068063
411,Porto Walter,-8.2686,-72.7439,73.13,95,97,0.43,BR,1643068064
412,Celestún,20.8667,-90.4,73.13,76,34,4.98,MX,1643068066
413,Fuerte Olimpo,-21.0415,-57.8738,82.13,64,100,5.0,PY,1643068067
414,Sabla,12.7525,4.7077,65.93,14,0,5.59,NG,1643068069
415,Warrington,53.3925,-2.5802,37.13,91,100,0.45,GB,1643068070
416,Samarai,-10.6167,150.6667,85.73,68,99,4.64,PG,1643068072
417,Sonkovo,57.7782,37.1571,10.13,85,9,5.8,RU,1643068073
418,Tartagal,-22.5164,-63.8013,73.13,81,84,1.77,AR,1643068075
419,Nuuk,64.1835,-51.7216,22.73,92,100,6.71,GL,1643067906
420,Launceston,-41.45,147.1667,73.13,64,75,2.57,AU,1643068077
421,Saint-Joseph,-21.3667,55.6167,74.93,67,27,6.86,RE,1643068079
422,Sitka,57.0531,-135.33,38.93,93,90,2.06,US,1643068081
423,Hereford,52.0568,-2.7148,38.93,88,100,1.36,GB,1643068082
424,Diego de Almagro,-26.3667,-70.05,69.53,34,11,2.8,CL,1643068084
425,Foumban,5.7291,10.9001,64.13,33,7,2.16,CM,1643068085
426,Broome,42.2506,-75.833,22.73,80,100,0.45,US,1643068087
427,Tigre,-34.426,-58.5796,82.13,72,0,3.6,AR,1643068088
428,Coquimbo,-29.9533,-71.3436,64.13,82,0,4.12,CL,1643067796
429,Itambacuri,-18.0311,-41.685,67.73,92,77,1.76,BR,1643067803
430,Aden,12.7794,45.0367,74.93,73,100,4.62,YE,1643068067
431,Bulgan,48.8125,103.5347,-6.07,94,60,1.64,MN,1643068094
432,Ust-Maya,60.4167,134.5333,-7.87,99,100,0.42,RU,1643068095
433,Leningradskiy,69.3833,178.4167,-13.27,90,100,7.15,RU,1643068097
434,Taunggyi,20.7833,97.0333,47.93,80,4,1.18,MM,1643068098
435,Sumbawanga,-7.9667,31.6167,56.93,98,100,1.03,TZ,1643068100
436,Morros,-9.4467,-46.3003,71.33,86,33,1.79,BR,1643068102
437,Vidyayevo,69.3191,32.8049,26.33,78,17,11.0,RU,1643068103
438,Lichinga,-13.3128,35.2406,62.33,100,90,7.72,MZ,1643068105
439,Guri-si,37.5986,127.1394,37.13,80,75,3.09,KR,1643068106
440,Rio Grande,-32.035,-52.0986,71.33,95,81,1.67,BR,1643068108
441,Thessalon,46.2501,-83.5666,11.93,91,61,4.24,CA,1643068109
442,Isaka,-3.9,32.9333,64.13,91,100,0.97,TZ,1643068111
443,Kungurtug,50.5994,97.5228,-13.27,99,100,0.37,RU,1643068112
444,Mehamn,71.0357,27.8492,28.13,82,100,15.25,NO,1643068114
445,West Bend,43.4253,-88.1834,13.73,71,0,2.24,US,1643068115
446,Andalan,5.9594,121.3903,78.53,78,98,5.07,PH,1643068117
447,Meulaboh,4.1363,96.1285,73.13,90,77,1.8,ID,1643068118
448,Narsaq,60.9167,-46.05,28.13,90,100,2.41,GL,1643068120
449,Constantine,36.365,6.6147,37.13,81,0,1.03,DZ,1643068122
450,Ol'ga,43.7444,135.2892,15.53,56,75,1.8,RU,1643068123
451,Kaberamaido,1.7389,33.1594,73.13,40,98,0.28,UG,1643068125
452,Provincia di Pescara,42.3333,13.95,35.33,81,42,1.62,IT,1643068127
453,Pemba,-12.974,40.5178,76.73,83,100,8.86,MZ,1643068128
454,Pochutla,15.7432,-96.4661,80.33,61,0,3.16,MX,1643068130
455,Haines Junction,60.7522,-137.5108,38.93,60,100,2.06,CA,1643068131
456,Alghero,40.5589,8.3181,42.53,100,0,2.57,IT,1643068133
457,Znamenskoye,57.1281,73.8282,8.33,91,100,2.63,RU,1643068135
458,El Seibo,18.7641,-69.0375,74.93,80,26,2.19,DO,1643068136
459,Nuevitas,21.5453,-77.2644,73.13,74,0,4.13,CU,1643068138
460,Sørland,67.667,12.6934,33.53,61,100,12.68,NO,1643068139
461,Kütahya,39.4242,29.9833,8.33,97,93,1.27,TR,1643068141
462,San Rafael,-34.6177,-68.3301,80.33,51,45,2.77,AR,1643068142
463,Kimbe,-5.5502,150.1429,85.73,67,43,1.41,PG,1643068144
464,São José da Coroa Grande,-8.8978,-35.1478,78.53,74,93,3.73,BR,1643068145
465,Kathu,7.9178,98.3332,80.33,82,99,4.02,TH,1643068147
466,Podor,16.6527,-14.9587,80.33,19,0,2.06,MR,1643068148
467,Quirinópolis,-18.4483,-50.4517,74.93,78,85,1.53,BR,1643068150
468,Chake Chake,-5.2459,39.7666,78.53,72,91,6.07,TZ,1643068152
469,Tuatapere,-46.1333,167.6833,58.73,60,65,2.71,NZ,1643068153
470,Katsuura,35.1333,140.3,42.53,60,93,4.22,JP,1643068155
471,Robertsport,6.7533,-11.3686,78.53,80,77,2.72,LR,1643068156
472,Tonj,7.2737,28.6822,74.93,26,63,3.0,SS,1643068158
473,Bima,-8.4667,118.7167,80.33,82,18,1.22,ID,1643068159
474,Cheremnoye,53.1697,83.2133,-6.07,100,71,1.33,RU,1643068161
475,Mach,29.8637,67.3298,42.53,33,0,4.13,PK,1643068162
476,Kenora,49.8167,-94.4337,-9.67,70,0,2.57,CA,1643067894
477,Coyhaique,-45.5752,-72.0662,60.53,55,75,3.09,CL,1643068165
478,Yulara,-25.2406,130.9889,82.13,42,1,5.66,AU,1643068167
479,Cardston,49.2,-113.3019,35.33,80,99,4.63,CA,1643068168
480,Necochea,-38.5473,-58.7368,65.93,79,0,3.56,AR,1643068170
481,Maceió,-9.6658,-35.7353,78.53,83,20,3.09,BR,1643068171
482,Mujiayingzi,42.1167,118.7833,13.73,75,5,2.74,CN,1643068173
483,Coos Bay,43.3665,-124.2179,58.73,63,0,4.63,US,1643067940
484,Kieta,-6.2167,155.6333,85.73,70,100,2.74,PG,1643068175
485,Marsá Maţrūḩ,31.3525,27.2453,46.13,66,0,5.14,EG,1643068177
486,Abu Samrah,35.3029,37.1841,35.33,79,14,1.63,SY,1643068178
487,Phalaborwa,-23.943,31.1411,69.53,82,100,3.11,ZA,1643068180
488,Kalangala,-0.3089,32.225,67.73,71,96,2.78,UG,1643068181
489,Nome,64.5011,-165.4064,19.13,79,100,11.32,US,1643068183
490,Quesnel,52.9999,-122.5029,24.53,100,0,1.54,CA,1643068185
491,Aktau,43.65,51.2,31.73,71,24,9.77,KZ,1643068186
492,Ouadda,8.0777,22.4007,64.13,29,12,1.6,CF,1643068188
493,Dalby,-27.1833,151.2667,82.13,51,94,0.89,AU,1643068189
494,Kumluca,36.3703,30.2869,40.73,86,100,5.65,TR,1643068191
495,Payakumbuh,-0.2202,100.6308,69.53,91,100,0.66,ID,1643068192
496,Sayville,40.7359,-73.0821,31.73,78,75,2.06,US,1643068194
497,Raudeberg,61.9875,5.1352,38.93,76,100,0.89,NO,1643068195
498,Brazzaville,-4.2658,15.2832,71.33,94,75,3.09,CG,1643068197
499,Grafton,42.207,-71.6856,28.13,66,0,2.57,US,1643068009
500,Praia,14.9215,-23.5087,74.93,60,88,4.63,CV,1643068200
501,Dali,25.7,100.1833,42.53,92,99,1.28,CN,1643068201
502,Guna,24.65,77.3167,47.93,64,0,1.1,IN,1643068203
503,Kaeo,-35.1,173.7833,71.33,97,100,4.0,NZ,1643068204
504,Kargasok,59.0556,80.8572,-2.47,99,90,1.24,RU,1643068206
505,Fond du Lac,43.775,-88.4388,15.53,87,94,3.99,US,1643068207
506,Aras,42.5617,-2.356,33.53,93,0,0.0,ES,1643068209
507,Verkhnyaya Inta,65.9811,60.3094,15.53,92,94,5.17,RU,1643068211
508,Beloha,-25.1667,45.05,69.53,74,0,6.78,MG,1643068212
509,Starkville,33.4504,-88.8184,55.13,56,98,2.58,US,1643068202
510,Mumford,5.2618,-0.759,78.53,84,4,1.91,GH,1643068215
511,Touros,-5.1989,-35.4608,80.33,79,80,4.9,BR,1643068217
512,Namatanai,-3.6667,152.4333,83.93,70,74,1.73,PG,1643068218
513,Maracaçumé,-2.0428,-45.9592,73.13,96,95,1.61,BR,1643068220
514,Moanda,-1.5575,13.2178,71.33,89,73,1.29,GA,1643068221
515,Sinnamary,5.3833,-52.95,74.93,85,81,4.43,GF,1643068223
516,Okhotsk,59.3833,143.3,-20.47,86,6,3.77,RU,1643068224
517,Deer Lake,49.1667,-57.4316,26.33,93,100,0.0,CA,1643068226
518,Porto-Novo,6.4965,2.6036,80.33,79,5,1.34,BJ,1643068227
519,Taltal,-25.4,-70.4833,65.93,82,24,2.45,CL,1643068229
520,Opatija,45.3392,14.3083,35.33,59,19,2.59,HR,1643068230
521,Ganzhou,28.8184,115.4327,44.33,89,100,1.48,CN,1643068232
522,Statesboro,32.4488,-81.7832,51.53,65,0,0.0,US,1643068233
523,Katherine,-14.4667,132.2667,78.53,83,75,4.12,AU,1643068235
524,Mombetsu,44.3525,143.3525,19.13,82,23,1.96,JP,1643068236
525,Galle,6.0367,80.217,73.13,80,51,2.7,LK,1643068238
526,Mwinilunga,-11.7358,24.4293,58.73,90,100,1.32,ZM,1643068240
527,Havøysund,70.9963,24.6622,28.13,73,100,17.89,NO,1643068241
528,Chifeng,42.2683,118.9636,15.53,76,1,2.7,CN,1643068243
529,Esim,4.8699,-2.2405,78.53,85,10,2.15,GH,1643068244
530,Anse-Bertrand,16.4721,-61.5078,73.13,100,11,6.18,GP,1643068246
531,Manoel Urbano,-8.8389,-69.2597,74.93,92,99,1.09,BR,1643068247
532,Koundara,12.4833,-13.3,78.53,10,100,2.59,GN,1643068249
533,Tvøroyri,61.5556,-6.8111,40.73,74,98,8.34,FO,1643068251
534,Krasnosel'kup,65.7,82.4667,-11.47,99,90,4.16,RU,1643068252
535,Geelong,-38.1471,144.3607,87.53,67,96,1.79,AU,1643068254
536,Margate,51.3813,1.3862,40.73,78,66,0.45,GB,1643068255
537,Awjilah,29.1081,21.2869,49.73,67,20,3.19,LY,1643068257
538,Kapoeta,4.7717,33.5903,80.33,31,78,1.15,SS,1643068258
539,Beyneu,45.3167,55.2,26.33,87,62,6.42,KZ,1643068260
540,Anna Paulowna,52.862,4.834,40.73,83,100,4.02,NL,1643068261
541,Fernley,39.608,-119.2518,55.13,35,99,0.89,US,1643068259
542,Guadalajara,20.6667,-103.3333,65.93,52,95,2.24,MX,1643068044
543,Pueblo,38.2545,-104.6091,51.53,22,0,3.6,US,1643068042
544,Pinsk,52.1229,26.0951,17.33,92,55,2.78,BY,1643068267
545,Goderich,43.7501,-81.7165,19.13,93,100,3.09,CA,1643068141
